,Comp_name,year,firm_size,bank_br,fin_br,total_br,treated_i,control_i,post,did,log_bank_br,log_total_br,log_fin_br
2688,A G R Steel Strips Pvt. Ltd.,2013,10.71,89.84,,91.9,0,1,0,0,4.5090997172373575,4.520701029361642,
2689,A G R Steel Strips Pvt. Ltd.,2014,11.09,89.67,,91.43,0,1,0,0,4.507226541657965,4.515573652176335,
2691,A G R Steel Strips Pvt. Ltd.,2016,11.73,119.4,,120.55,0,1,1,0,4.79081953287472,4.79206460462718,
2692,A G R Steel Strips Pvt. Ltd.,2017,12.13,117.34,,118.96,0,1,1,0,4.773561837248548,4.778787302151899,
2693,A G R Steel Strips Pvt. Ltd.,2018,13.42,118.18,0.28,119.61,0,1,1,0,4.780634955318833,4.784236450061373,-1.2729656758128873
2694,A G R Steel Strips Pvt. Ltd.,2019,13.86,113.78,0.06,113.84,0,1,1,0,4.743017252680216,4.734793953781597,-2.8134107167600364
2695,A G R Steel Strips Pvt. Ltd.,2020,14.07,89.08,,93.26,0,1,1,0,4.50069816439138,4.535391291380175,
4920,A P Paper Mills Ltd.,2005,3.23,0.54,,0.84,0,1,0,0,0.43178241642553783,-0.1743533871447778,
4921,A P Paper Mills Ltd.,2006,3.23,2.48,,2.86,0,1,0,0,1.247032293786383,1.0508216248317612,
4922,A P Paper Mills Ltd.,2007,3.27,4.39,,4.67,0,1,0,0,1.6845453849209058,1.541159071680806,
4923,A P Paper Mills Ltd.,2008,9.37,5.16,,6.07,0,1,0,0,1.8180767775454285,1.803358605071407,
4924,A P Paper Mills Ltd.,2009,11.11,6.25,,7.85,0,1,0,0,1.9810014688665833,2.060513531794317,
4925,A P Paper Mills Ltd.,2010,11.65,6.81,,8.91,0,1,0,0,2.0554049638515948,2.187174241482718,
4926,A P Paper Mills Ltd.,2011,13.24,2.59,,9.2,0,1,0,0,1.2781522025001875,2.2192034840549946,
4927,A P Paper Mills Ltd.,2012,13.64,3.19,,8.78,0,1,0,0,1.4327007339340463,2.172476407647025,
4928,A P Paper Mills Ltd.,2013,14.36,7.21,,7.73,0,1,0,0,2.105352923464337,2.0451088625993306,
4929,A P Paper Mills Ltd.,2014,12.44,2.15,,4.93,0,1,0,0,1.1474024528375417,1.5953389880545987,
4930,A P Paper Mills Ltd.,2015,12.83,4.19,,6.73,0,1,0,0,1.6467336971777973,1.9065751436566365,
4931,A P Paper Mills Ltd.,2016,13.51,6.38,0.3,11.13,0,1,1,0,1.998773638612381,2.4096441652874536,-1.2039728043259361
4932,A P Paper Mills Ltd.,2017,19.67,6.96,,12.93,0,1,1,0,2.0744289998562917,2.559550192783766,
4933,A P Paper Mills Ltd.,2018,23.18,8.51,,15.68,0,1,1,0,2.252343876557299,2.7523860149222616,
4934,A P Paper Mills Ltd.,2019,23.91,5.2,,12.91,0,1,1,0,1.824549292051046,2.558002204858551,
4935,A P Paper Mills Ltd.,2020,26.79,4.22,3.13,19.23,0,1,1,0,1.6524974018945473,2.9564715596006885,1.1410330045520618
4936,A P Paper Mills Ltd.,2021,26.79,8.64,,20.07,0,1,1,0,2.265921108622454,2.9992261628082466,
4937,A P Paper Mills Ltd.,2022,36.36,6.42,,19.11,0,1,1,0,2.004179057179289,2.950211758252182,
4938,A P Paper Mills Ltd.,2023,40.77,9.42,,18.65,0,1,1,0,2.343727036325221,2.9258461460898246,
4939,A P Paper Mills Ltd.,2024,50.45,8.96,,20.5,0,1,1,0,2.298577071596507,3.0204248861443626,
6447,A T E Enterprises Pvt. Ltd.,2012,2.64,0.06,,9.07,0,1,0,0,0.058268908123975775,2.2049722641270453,
6448,A T E Enterprises Pvt. Ltd.,2013,9.8,17.38,,17.38,0,1,0,0,2.911263116927541,2.8553201198372458,
6449,A T E Enterprises Pvt. Ltd.,2014,11.82,19.12,,38.92,0,1,0,0,3.0017143452315387,3.6615082573178044,
6450,A T E Enterprises Pvt. Ltd.,2015,13.53,16.13,,40.54,0,1,0,0,2.8408313123360287,3.702289141023854,
6451,A T E Enterprises Pvt. Ltd.,2016,14.28,13.97,,34.94,0,1,1,0,2.706048198431537,3.5536323047059106,
6452,A T E Enterprises Pvt. Ltd.,2017,16.73,8.56,,28.96,0,1,1,0,2.25758772706331,3.365915567517516,
6453,A T E Enterprises Pvt. Ltd.,2018,17.18,7.17,,25.79,0,1,1,0,2.1004689088719113,3.2499868198932536,
6454,A T E Enterprises Pvt. Ltd.,2019,18.19,7.21,,18.85,0,1,1,0,2.105352923464337,2.93651291389402,
6455,A T E Enterprises Pvt. Ltd.,2020,19.06,14.44,,15.44,0,1,1,0,2.73696154459663,2.73696154459663,
6456,A T E Enterprises Pvt. Ltd.,2021,20.65,12.15,,14.58,0,1,1,0,2.5764217586237734,2.6796507265805123,
6457,A T E Enterprises Pvt. Ltd.,2022,22.41,11.35,,11.35,0,1,1,0,2.513656063073986,2.4292177439274116,
6458,A T E Enterprises Pvt. Ltd.,2023,20.04,10.98,,10.98,0,1,1,0,2.4832385926873033,2.3960754360813845,
6459,A T E Enterprises Pvt. Ltd.,2024,20.47,9.02,,13.02,0,1,1,0,2.3045830956567186,2.5664866367804233,
6808,A V I Ansh Textile Ltd.,2013,10.58,6.93,,6.93,0,1,0,0,2.0706530356467567,1.9358598132018119,
6809,A V I Ansh Textile Ltd.,2014,13.08,6.28,,7.68,0,1,0,0,1.9851308622085946,2.038619547159581,
6810,A V I Ansh Textile Ltd.,2015,13.52,1.46,,7.01,0,1,0,0,0.9001613499442714,1.9473377010464987,
6811,A V I Ansh Textile Ltd.,2016,13.35,1.43,,6.42,0,1,1,0,0.8878912573524571,1.8594181177018698,
6812,A V I Ansh Textile Ltd.,2017,18.23,7.55,,16.13,0,1,1,0,2.145931282948669,2.7806808921371173,
6813,A V I Ansh Textile Ltd.,2018,24.23,9.04,,29.09,0,1,1,0,2.306577114263583,3.3703944725071104,
6814,A V I Ansh Textile Ltd.,2019,24.47,8.15,,31.56,0,1,1,0,2.21375387928743,3.4518904959776733,
6815,A V I Ansh Textile Ltd.,2020,24.82,15.66,6.55,33.77,0,1,1,0,2.8130106367386967,3.5195728343974766,1.8794650496471605
6816,A V I Ansh Textile Ltd.,2021,25.86,15.47,0.55,26.59,0,1,1,0,2.801540544189549,3.2805352052549286,-0.5978370007556204
6817,A V I Ansh Textile Ltd.,2022,27.36,20.69,0.55,31.95,0,1,1,0,3.076851324838783,3.4641721808235437,-0.5978370007556204
6818,A V I Ansh Textile Ltd.,2023,30.46,33.32,0.14,44.83,0,1,1,0,3.5357282746197614,3.802877558167348,-1.9661128563728327
6819,A V I Ansh Textile Ltd.,2024,32.27,17.27,0.11,25.97,0,1,1,0,2.9052603703899154,3.256942025674657,-2.2072749131897207
7300,A V Thomas & Co. Ltd.,2005,5.55,0.92,,3.43,0,1,0,0,0.6523251860396903,1.2325602611778486,
7313,A V Thomas & Co. Ltd.,2018,19.16,7.5,,7.52,0,1,1,0,2.1400661634962708,2.017566137961748,
7314,A V Thomas & Co. Ltd.,2019,31.67,9.68,,20.54,0,1,1,0,2.3683728335320486,3.0223742045004123,
7315,A V Thomas & Co. Ltd.,2020,17.73,41.94,,43.58,0,1,1,0,3.759803792450635,3.774598329516474,
7316,A V Thomas & Co. Ltd.,2021,19.4,5.85,,8.82,0,1,1,0,1.9242486522741338,2.1770218700187,
7317,A V Thomas & Co. Ltd.,2022,21.01,3.9,,12.59,0,1,1,0,1.589235205116581,2.532902848056256,
7319,A V Thomas & Co. Ltd.,2024,23.72,26.87,,32.63,0,1,1,0,3.327550841493857,3.4852321106052293,
7986,Aachi Spices & Foods Pvt. Ltd.,2011,,2.23,,4.21,0,1,0,0,1.172482137234565,1.43746264769429,
7987,Aachi Spices & Foods Pvt. Ltd.,2012,2.44,4.47,,7.03,0,1,0,0,1.6992786164338898,1.9501867058225735,
7988,Aachi Spices & Foods Pvt. Ltd.,2013,7.05,9.24,,11.8,0,1,0,0,2.3263016196113617,2.468099531471619,
7989,Aachi Spices & Foods Pvt. Ltd.,2014,10.02,13.29,,21.24,0,1,0,0,2.659559991941776,3.055886196373738,
7990,Aachi Spices & Foods Pvt. Ltd.,2015,12.17,13.23,,21.18,0,1,0,0,2.655352412101761,3.0530573401732606,
7991,Aachi Spices & Foods Pvt. Ltd.,2016,14.98,15.4,,29.8,0,1,1,0,2.797281334830153,3.3945083935113587,
7992,Aachi Spices & Foods Pvt. Ltd.,2017,18.17,14.34,,32.5,0,1,1,0,2.73046379593911,3.481240089335692,
7993,Aachi Spices & Foods Pvt. Ltd.,2018,20.07,38.4,,58.19,0,1,1,0,3.673765816303888,4.063713518668578,
7994,Aachi Spices & Foods Pvt. Ltd.,2019,20.81,35.88,,35.88,0,1,1,0,3.607669398688393,3.5801800371905954,
7995,Aachi Spices & Foods Pvt. Ltd.,2020,22.97,34.48,,41.03,0,1,1,0,3.5689691574413787,3.714303506454095,
7996,Aachi Spices & Foods Pvt. Ltd.,2021,25.47,49.4,,55.95,0,1,1,0,3.919991175077323,4.024458434757935,
7997,Aachi Spices & Foods Pvt. Ltd.,2022,26.02,62.37,,62.37,0,1,1,0,4.148990563335426,4.1330843905380314,
7998,Aachi Spices & Foods Pvt. Ltd.,2023,26.31,79.41,,79.41,0,1,1,0,4.387138546560058,4.37462430490712,
7999,Aachi Spices & Foods Pvt. Ltd.,2024,26.05,71.66,,71.66,0,1,1,0,4.2857910267930555,4.271932711876808,
8627,Aakash Global Foods Pvt. Ltd.,2012,2.68,0.98,,3.51,0,1,0,0,0.6830968447064438,1.2556160374777743,
8628,Aakash Global Foods Pvt. Ltd.,2013,2.89,1.2,,2.69,0,1,0,0,0.7884573603642702,0.9895411936137477,
8629,Aakash Global Foods Pvt. Ltd.,2014,2.92,6.49,,10.96,0,1,0,0,2.0135687975291283,2.3942522815198695,
8630,Aakash Global Foods Pvt. Ltd.,2015,12.62,13.44,,19.35,0,1,0,0,2.67000213346468,2.962692419475791,
8631,Aakash Global Foods Pvt. Ltd.,2016,16.99,13.01,,20.73,0,1,1,0,2.6397713603489157,3.0315819264476884,
8632,Aakash Global Foods Pvt. Ltd.,2017,20.9,17.54,,24.34,0,1,1,0,2.919930560137709,3.1921210875593813,
8633,Aakash Global Foods Pvt. Ltd.,2018,23.21,15.15,,22.06,0,1,1,0,2.7819200496686656,3.0937660138253564,
8634,Aakash Global Foods Pvt. Ltd.,2019,24.87,15.29,,21.84,0,1,1,0,2.790551422613954,3.083743150876704,
8635,Aakash Global Foods Pvt. Ltd.,2020,31.98,24.11,,29.91,0,1,1,0,3.2232661731694936,3.398192872641857,
8636,Aakash Global Foods Pvt. Ltd.,2021,28.69,38.17,,45.03,0,1,1,0,3.66791114767774,3.8073289343134804,
8637,Aakash Global Foods Pvt. Ltd.,2022,34.27,43.49,,48.49,0,1,1,0,3.7952644448179504,3.881357591117261,
8638,Aakash Global Foods Pvt. Ltd.,2023,39.55,47.92,,66.82,0,1,1,0,3.890186310818972,4.20200243692861,
8639,Aakash Global Foods Pvt. Ltd.,2024,46.36,71.75,,86.75,0,1,1,0,4.287028906051602,4.4630304188269685,
8968,Aangan Agrotech Exports Ltd.,2013,7.52,7.59,,8.04,0,1,0,0,2.150598735996164,2.0844290831908747,
8969,Aangan Agrotech Exports Ltd.,2014,7.74,7.4,,10.94,0,1,0,0,2.128231705849268,2.392425796993835,
8970,Aangan Agrotech Exports Ltd.,2015,12.14,9.49,,16.48,0,1,0,0,2.3504224224082058,2.8021475244813256,
8971,Aangan Agrotech Exports Ltd.,2016,11.84,4.52,,13.47,0,1,1,0,1.7083778602890038,2.6004649904222727,
8972,Aangan Agrotech Exports Ltd.,2017,12.71,6.4,,18.19,0,1,1,0,2.0014800002101243,2.900871992530031,
8973,Aangan Agrotech Exports Ltd.,2018,12.73,8.52,,19.29,0,1,1,0,2.253394848803274,2.9595868269176377,
8974,Aangan Agrotech Exports Ltd.,2019,12.85,8.22,,18.64,0,1,1,0,2.2213750375685026,2.925309809257445,
8975,Aangan Agrotech Exports Ltd.,2020,13.45,4.95,,13.75,0,1,1,0,1.7833912195575383,2.6210388241125804,
8976,Aangan Agrotech Exports Ltd.,2021,13.53,3.94,,12.22,0,1,1,0,1.597365331199831,2.503073953743449,
8977,Aangan Agrotech Exports Ltd.,2022,13.74,10.89,,18.92,0,1,1,0,2.4756977107026903,2.9402195636237325,
8978,Aangan Agrotech Exports Ltd.,2023,13.62,6.31,,14.18,0,1,1,0,1.9892432737616872,2.6518325211039815,
8979,Aangan Agrotech Exports Ltd.,2024,14.09,6.7,,16.53,0,1,1,0,2.0412203288596382,2.805176911832933,
9040,Aankit Granites Ltd.,2005,11.18,8.64,3.89,41.17,0,1,0,0,2.265921108622454,3.7177098357818132,1.358409157630355
9041,Aankit Granites Ltd.,2006,11.22,8.71,,8.98,0,1,0,0,2.2731562823032334,2.194999882314108,
9042,Aankit Granites Ltd.,2007,11.28,4.72,,4.79,0,1,0,0,1.7439688053917064,1.5665304114228238,
9043,Aankit Granites Ltd.,2008,11.28,3.54,,3.95,0,1,0,0,1.5129270120532565,1.3737155789130306,
9044,Aankit Granites Ltd.,2009,11.28,0.05,,1.64,0,1,0,0,0.04879016416943201,0.494696241836107,
9046,Aankit Granites Ltd.,2011,11.3,0.15,,0.63,0,1,0,0,0.13976194237515868,-0.4620354595965587,
9047,Aankit Granites Ltd.,2012,11.3,0.23,,0.35,0,1,0,0,0.20701416938432612,-1.0498221244986778,
9048,Aankit Granites Ltd.,2013,11.3,0.37,,0.39,0,1,0,0,0.31481073984003355,-0.941608539858445,
9050,Aankit Granites Ltd.,2015,11.3,0.87,,2.0,0,1,0,0,0.6259384308664953,0.6931471805599453,
9051,Aankit Granites Ltd.,2016,11.3,0.03,,0.24,0,1,1,0,0.0295588022415444,-1.4271163556401458,
9054,Aankit Granites Ltd.,2019,11.3,0.07,,4.63,0,1,1,0,0.06765864847381481,1.5325568680981427,
9056,Aankit Granites Ltd.,2021,11.4,0.2,,7.25,0,1,1,0,0.18232155679395465,1.9810014688665833,
9057,Aankit Granites Ltd.,2022,11.4,0.66,,8.41,0,1,1,0,0.5068176023684519,2.1294214739848565,
9058,Aankit Granites Ltd.,2023,11.4,0.87,,9.96,0,1,1,0,0.6259384308664953,2.298577071596507,
9059,Aankit Granites Ltd.,2024,,0.85,,10.1,0,1,1,0,0.6151856390902335,2.312535423847214,
9189,Aaradhya Disposal Inds. Ltd.,2014,3.74,3.85,,3.85,1,0,0,0,1.5789787049493917,1.3480731482996928,
9190,Aaradhya Disposal Inds. Ltd.,2015,8.0,10.09,,10.09,1,0,0,0,2.4060438013622756,2.3115448343655176,
9191,Aaradhya Disposal Inds. Ltd.,2016,9.96,11.01,,11.01,1,0,1,1,2.485739636091892,2.3988039507345884,
9192,Aaradhya Disposal Inds. Ltd.,2017,,13.52,,13.52,1,0,1,1,2.67552700939665,2.604170070614818,
9193,Aaradhya Disposal Inds. Ltd.,2018,,18.42,,18.42,1,0,1,1,2.966303462863179,2.913437030827161,
9194,Aaradhya Disposal Inds. Ltd.,2019,16.55,8.2,,18.78,1,0,1,1,2.2192034840549946,2.932792473780117,
9195,Aaradhya Disposal Inds. Ltd.,2020,18.55,9.18,,19.41,1,0,1,1,2.3204250111223765,2.9657883971809187,
9196,Aaradhya Disposal Inds. Ltd.,2021,16.12,5.77,,20.85,1,0,1,1,1.9125010869241836,3.0373539482448106,
9197,Aaradhya Disposal Inds. Ltd.,2022,8.82,12.19,,34.16,1,0,1,1,2.579458966729223,3.531055368920369,
9198,Aaradhya Disposal Inds. Ltd.,2023,28.13,22.37,,44.01,1,0,1,1,3.1514531485507664,3.784416880823,
9199,Aaradhya Disposal Inds. Ltd.,2024,27.6,18.85,,39.67,1,0,1,1,2.9882040071331994,3.6805952345262387,
10770,Abha Power & Steel Ltd.,2015,7.79,6.09,,9.05,1,0,0,0,1.958685340544036,2.2027647577118348,
10771,Abha Power & Steel Ltd.,2016,7.67,6.24,,8.44,1,0,1,1,1.979621206397625,2.1329823086078656,
10772,Abha Power & Steel Ltd.,2017,7.71,6.07,,7.67,1,0,1,1,1.9558604799084813,2.0373166153791646,
10773,Abha Power & Steel Ltd.,2018,,5.63,,6.94,1,0,1,1,1.891604804197771,1.937301774518713,
10774,Abha Power & Steel Ltd.,2019,7.26,5.17,,6.84,1,0,1,1,1.8196988379172965,1.922787731634459,
10775,Abha Power & Steel Ltd.,2020,7.26,5.1,,6.18,1,0,1,1,1.8082887711792655,1.8213182714695995,
10776,Abha Power & Steel Ltd.,2021,7.27,6.23,,6.89,1,0,1,1,1.9782390361706734,1.9300710850255671,
10777,Abha Power & Steel Ltd.,2022,7.63,7.55,,17.67,1,0,1,1,2.145931282948669,2.871868286331605,
10778,Abha Power & Steel Ltd.,2023,20.09,7.28,,23.95,1,0,1,1,2.1138429683971682,3.175968323856924,
10779,Abha Power & Steel Ltd.,2024,22.21,20.58,,23.73,1,0,1,1,3.0717669598299886,3.166740070447672,
11327,Abhinav Cotspin Ltd.,2012,22.8,10.62,25.3,36.43,0,1,0,0,2.4527277514237653,3.5953926110204724,3.2308043957334744
11328,Abhinav Cotspin Ltd.,2013,22.8,9.11,25.05,34.61,0,1,0,0,2.3135250330323798,3.544142657647253,3.2208738275308737
11329,Abhinav Cotspin Ltd.,2014,22.8,9.11,24.59,33.82,0,1,0,0,2.3135250330323798,3.5210523434704344,3.202339856228101
11330,Abhinav Cotspin Ltd.,2015,12.96,9.11,19.78,29.01,0,1,0,0,2.3135250330323798,3.367640598133313,2.984671326194566
11331,Abhinav Cotspin Ltd.,2016,12.96,9.11,19.78,29.01,0,1,1,0,2.3135250330323798,3.367640598133313,2.984671326194566
11332,Abhinav Cotspin Ltd.,2017,10.88,1.41,,2.21,0,1,1,0,0.8796267475025636,0.7929925155296614,
11333,Abhinav Cotspin Ltd.,2018,10.9,1.41,,1.63,0,1,1,0,0.8796267475025636,0.4885800148186709,
11334,Abhinav Cotspin Ltd.,2019,3.54,1.41,,1.63,0,1,1,0,0.8796267475025636,0.4885800148186709,
12067,Accent Microcell Ltd.,2012,1.84,3.93,,7.41,0,1,0,0,1.5953389880545987,2.0028304393079956,
12068,Accent Microcell Ltd.,2013,2.33,22.15,,27.43,0,1,0,0,3.1419947805322432,3.311637304949512,
12069,Accent Microcell Ltd.,2014,10.81,20.07,,32.42,0,1,0,0,3.0478502278160975,3.4787755163075302,
12070,Accent Microcell Ltd.,2015,11.46,18.34,,30.2,0,1,0,0,2.9621754900251482,3.407841924380824,
12071,Accent Microcell Ltd.,2016,11.99,19.05,,31.27,0,1,1,0,2.998229153752578,3.44265917146975,
12072,Accent Microcell Ltd.,2017,16.83,19.93,0.56,32.77,0,1,1,0,3.0411835364579085,3.489513462710723,-0.579818495252942
12073,Accent Microcell Ltd.,2018,19.09,17.38,,31.51,0,1,1,0,2.911263116927541,3.4503049557691834,
12074,Accent Microcell Ltd.,2019,19.83,12.92,,30.38,0,1,1,0,2.6333266549062735,3.4137844971676268,
12075,Accent Microcell Ltd.,2020,,14.28,,31.29,0,1,1,0,2.7265447837383743,3.443298557680791,
12076,Accent Microcell Ltd.,2021,,20.4,,24.1,0,1,1,0,3.0633909220278057,3.1822118404966093,
12077,Accent Microcell Ltd.,2022,36.71,19.83,,22.83,0,1,1,0,3.0363942552728806,3.1280754605417043,
12078,Accent Microcell Ltd.,2023,38.31,12.77,,12.8,0,1,1,0,2.6224923127405635,2.5494451709255714,
12079,Accent Microcell Ltd.,2024,41.17,1.47,,1.51,0,1,1,0,0.9042181506398859,0.412109650826833,
12246,Accord Software & Systems Pvt. Ltd.,2011,,0.1,0.38,0.49,1,0,0,0,0.09531017980432487,-0.7133498878774648,-0.9675840262617056
12247,Accord Software & Systems Pvt. Ltd.,2012,,0.23,0.35,0.59,1,0,0,0,0.20701416938432612,-0.527632742082372,-1.0498221244986778
12248,Accord Software & Systems Pvt. Ltd.,2013,,0.27,0.24,0.52,1,0,0,0,0.23901690047049992,-0.6539264674066639,-1.4271163556401458
12249,Accord Software & Systems Pvt. Ltd.,2014,,0.43,0.07,0.51,1,0,0,0,0.3576744442718159,-0.6733445532637656,-2.659260036932778
12250,Accord Software & Systems Pvt. Ltd.,2015,7.12,10.92,,18.72,1,0,0,0,2.4782176616372036,2.929592471049446,
12251,Accord Software & Systems Pvt. Ltd.,2016,7.47,18.98,,26.54,1,0,1,1,2.9947317732204075,3.2786530289040616,
12252,Accord Software & Systems Pvt. Ltd.,2017,5.3,26.89,,26.89,1,0,1,1,3.3282682016393976,3.2917544702807735,
12253,Accord Software & Systems Pvt. Ltd.,2018,5.38,39.41,,46.89,1,0,1,1,3.6990772790903823,3.847804433101495,
12254,Accord Software & Systems Pvt. Ltd.,2019,5.35,39.4,,48.84,1,0,1,1,3.6988297849671046,3.888549649242504,
12255,Accord Software & Systems Pvt. Ltd.,2020,5.37,46.73,,56.52,1,0,1,1,3.865560131017805,4.034594557816327,
12256,Accord Software & Systems Pvt. Ltd.,2021,5.24,78.7,5.29,98.33,1,0,1,1,4.378269585796169,4.588329168792065,1.665818245870208
12257,Accord Software & Systems Pvt. Ltd.,2022,5.47,108.66,19.38,141.18,1,0,1,1,4.697384669975903,4.950035671967326,2.96424160646262
12258,Accord Software & Systems Pvt. Ltd.,2023,3.58,191.27,15.71,254.92,1,0,1,1,5.258900634184245,5.540949770446093,2.75429745226753
12259,Accord Software & Systems Pvt. Ltd.,2024,7.5,129.01,,129.01,1,0,1,1,4.867611370574077,4.859889920737045,
12707,Accura Valves Pvt. Ltd.,2012,9.04,20.12,0.31,21.97,0,1,0,0,3.050220458838061,3.089677886396519,-1.171182981502945
12708,Accura Valves Pvt. Ltd.,2013,10.36,21.26,,22.75,0,1,0,0,3.102791345847399,3.1245651453969594,
12709,Accura Valves Pvt. Ltd.,2014,10.6,20.61,,22.16,0,1,0,0,3.0731561705187946,3.098288861879083,
12710,Accura Valves Pvt. Ltd.,2015,11.67,18.9,,20.1,0,1,0,0,2.990719731730447,3.0007198150650303,
12711,Accura Valves Pvt. Ltd.,2016,12.17,16.33,,17.35,0,1,1,0,2.8524391037275145,2.8535925063928684,
12712,Accura Valves Pvt. Ltd.,2017,14.49,15.68,,16.45,0,1,1,0,2.8142103969306005,2.800325477211381,
12713,Accura Valves Pvt. Ltd.,2018,16.94,15.93,,16.55,0,1,1,0,2.829087196145044,2.806386101823072,
12714,Accura Valves Pvt. Ltd.,2019,20.38,19.08,,20.94,0,1,1,0,2.9997242948235283,3.041661205442391,
12715,Accura Valves Pvt. Ltd.,2020,22.26,8.01,,9.6,0,1,1,0,2.1983350716202463,2.2617630984737906,
12716,Accura Valves Pvt. Ltd.,2021,22.9,6.17,,7.87,0,1,1,0,1.969905654611529,2.063058062429312,
12717,Accura Valves Pvt. Ltd.,2022,25.82,11.06,,13.22,0,1,1,0,2.4898941912990393,2.5817308344235403,
12718,Accura Valves Pvt. Ltd.,2023,28.1,5.05,,6.72,0,1,1,0,1.80005827204275,1.9050881545350582,
12719,Accura Valves Pvt. Ltd.,2024,32.06,10.27,,11.92,0,1,1,0,2.422144328051685,2.4782176616372036,
12749,Accurate Gauging & Instruments Pvt. Ltd.,2014,6.35,2.46,,4.99,1,0,0,0,1.2412685890696329,1.6074359097634274,
12750,Accurate Gauging & Instruments Pvt. Ltd.,2015,6.55,3.45,,6.95,1,0,0,0,1.4929040961781488,1.9387416595767009,
12751,Accurate Gauging & Instruments Pvt. Ltd.,2016,7.04,2.94,,6.77,1,0,1,1,1.3711807233098425,1.9125010869241836,
12752,Accurate Gauging & Instruments Pvt. Ltd.,2017,7.77,4.27,,6.96,1,0,1,1,1.6620303625532709,1.9401794743463283,
12753,Accurate Gauging & Instruments Pvt. Ltd.,2018,7.78,3.06,,7.04,1,0,1,1,1.4011829736136412,1.951608170169951,
12754,Accurate Gauging & Instruments Pvt. Ltd.,2019,8.53,7.1,,11.67,1,0,1,1,2.0918640616783932,2.4570214462984645,
12755,Accurate Gauging & Instruments Pvt. Ltd.,2020,8.72,8.33,,11.45,1,0,1,1,2.2332350148592526,2.4379897300002487,
12756,Accurate Gauging & Instruments Pvt. Ltd.,2021,9.02,6.4,,9.09,1,0,1,1,2.0014800002101243,2.2071749081893874,
12757,Accurate Gauging & Instruments Pvt. Ltd.,2022,9.69,9.32,,11.87,1,0,1,1,2.334083760053417,2.4740142086215764,
12758,Accurate Gauging & Instruments Pvt. Ltd.,2023,11.15,3.37,,8.53,1,0,1,1,1.4747630091074988,2.1435893615035875,
12759,Accurate Gauging & Instruments Pvt. Ltd.,2024,15.29,2.05,,4.72,1,0,1,1,1.1151415906193203,1.5518087995974639,
12820,Accurate Steel Forgings (India) Ltd.,2005,1.07,1.02,,1.63,1,0,0,0,0.7030975114131134,0.4885800148186709,
12821,Accurate Steel Forgings (India) Ltd.,2006,1.88,2.15,,2.57,1,0,0,0,1.1474024528375417,0.9439058989071284,
12822,Accurate Steel Forgings (India) Ltd.,2007,2.89,3.24,1.08,5.0,1,0,0,0,1.4445632692438664,1.6094379124341003,0.0769610411361284
12823,Accurate Steel Forgings (India) Ltd.,2008,3.06,4.45,0.91,6.3,1,0,0,0,1.6956156086751528,1.840549633397487,-0.09431067947124129
12824,Accurate Steel Forgings (India) Ltd.,2009,3.69,3.68,,3.68,1,0,0,0,1.5432981099295553,1.3029127521808397,
12825,Accurate Steel Forgings (India) Ltd.,2010,3.88,2.46,,2.6,1,0,0,0,1.2412685890696329,0.9555114450274363,
12826,Accurate Steel Forgings (India) Ltd.,2011,4.39,3.03,0.98,4.01,1,0,0,0,1.3937663759585917,1.3887912413184778,-0.020202707317519466
12827,Accurate Steel Forgings (India) Ltd.,2012,5.24,3.9,1.32,5.94,1,0,0,0,1.589235205116581,1.7817091333745536,0.27763173659827955
12828,Accurate Steel Forgings (India) Ltd.,2013,5.44,3.5,0.98,4.83,1,0,0,0,1.5040773967762742,1.5748464676644813,-0.020202707317519466
12829,Accurate Steel Forgings (India) Ltd.,2014,6.01,3.79,1.29,5.43,1,0,0,0,1.5665304114228238,1.691939133945844,0.25464221837358075
12830,Accurate Steel Forgings (India) Ltd.,2015,6.65,2.84,1.49,4.64,1,0,0,0,1.3454723665996355,1.534714366238164,0.3987761199573678
12831,Accurate Steel Forgings (India) Ltd.,2016,6.82,5.38,2.25,8.05,1,0,1,1,1.8531680973566984,2.0856720914304723,0.8109302162163288
12832,Accurate Steel Forgings (India) Ltd.,2017,8.86,10.64,1.06,12.47,1,0,1,1,2.454447442303292,2.523325759691945,0.058268908123975824
12833,Accurate Steel Forgings (India) Ltd.,2018,12.52,2.17,,15.63,1,0,1,1,1.1537315878891892,2.749192144433385,
12834,Accurate Steel Forgings (India) Ltd.,2019,18.07,2.44,,20.67,1,0,1,1,1.235471471385307,3.028683373693677,
12835,Accurate Steel Forgings (India) Ltd.,2020,20.43,4.59,,24.46,1,0,1,1,1.7209792871670078,3.1970391302590264,
12836,Accurate Steel Forgings (India) Ltd.,2021,29.27,5.47,,30.23,1,0,1,1,1.8671761085128091,3.408834808791367,
12837,Accurate Steel Forgings (India) Ltd.,2022,33.04,2.98,,30.25,1,0,1,1,1.3812818192963463,3.4094961844768505,
12838,Accurate Steel Forgings (India) Ltd.,2023,40.0,6.72,,36.08,1,0,1,1,2.0438143640366846,3.585738695194423,
12839,Accurate Steel Forgings (India) Ltd.,2024,54.71,9.77,,40.63,1,0,1,1,2.3767644911682972,3.7045067099996354,
14267,Actionware India Pvt. Ltd.,2012,5.73,6.16,,9.89,1,0,0,0,1.9685099809725544,2.2915241456346207,
14268,Actionware India Pvt. Ltd.,2013,6.45,5.95,,9.01,1,0,0,0,1.9387416595767009,2.1983350716202463,
